id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9163537,"Licensed 2min Oyama 3 stops Ikebukuro, 6th Year!",22193183,Kyoko,,Itabashi Ku,35.74655,139.70234,Entire home/apt,6100,4,102,2020-01-03,1.62,6,181
9173299,near the Shinjuku,45860379,So,,Nakano Ku,35.71276,139.67502,Private room,2600,2,226,2020-07-24,3.82,2,110
9175436,Japanese-style guest house near Asakusa & Skytree,37087932,Keita,,Sumida Ku,35.70944,139.80191,Entire home/apt,14000,2,228,2019-11-27,3.63,2,4
9176301,Max6ppl 2BR 6 stops away from Asakusa and SkyTree,12353736,Takano,,Katsushika Ku,35.73566,139.85037,Entire home/apt,9229,1,66,2021-01-26,1.13,1,63
9206226,Dormitory for women,46900709,Grapehouse Koenji,,Nakano Ku,35.71019,139.64929,Shared room,3300,1,95,2020-12-19,1.58,4,114
9208370,"Tokyo, Medium for 2, Female - 306",47520629,宏美,,Kita Ku,35.7816,139.72278,Private room,6571,1,2,2019-08-12,0.07,6,90
9217938,"Ikebukuro st,walk 5min, 7bed, 7pep",34195829,Jiang,,Toshima Ku,35.72915,139.70349,Entire home/apt,40000,3,87,2019-12-02,1.53,1,27
9220482,"Simple Cozy Studio Apt, 2 Stops to Shinjuku (#6)",36396507,Yuka,,Shibuya Ku,35.67714,139.67933,Entire home/apt,5000,1,162,2020-09-18,2.56,6,51
9239019,SHINJUKU W Fuji House Great VALUE * 2rms 2baths *,10986553,Veronica,,Suginami Ku,35.69144,139.66396,Entire home/apt,11775,1,79,2020-02-19,1.26,1,344
9262793,P:Free Wifi/Nishi-Shinjuku/Trad-Jpn house 5min sta,33410004,Kouichiro,,Shinjuku Ku,35.6901,139.68726,Private room,9000,1,51,2020-01-02,0.82,7,0
9280298,4min from Ebisu st. 2017.Aug renovation studio.,48192801,ゆき,,Shibuya Ku,35.64451,139.70892,Entire home/apt,7071,2,44,2020-12-31,0.70,1,0
9282748,"Safe place 1minute from station,上野Asakusa,秋葉原near",47345218,Maruyama,,Taito Ku,35.72261,139.78656,Entire home/apt,8000,1,231,2020-03-05,3.73,1,134
9354453,Hidden 2Story Gem - TOKYO HIDEAWAY!,10994033,Meg & Tada,,Toshima Ku,35.73761,139.739,Entire home/apt,12500,3,185,2020-11-03,2.98,4,0
9437825,Nishi-Ogikubo 1BR Box (SSH1BRBox) 5F,18776800,LiveinAsia,,Suginami Ku,35.70399,139.59775,Entire home/apt,11000,3,13,2019-11-04,0.22,18,150
9442462,Private Room for women,46900709,Grapehouse Koenji,,Nakano Ku,35.7102,139.64928,Private room,8800,1,15,2020-11-23,0.31,4,31
9452917,T:Free Wifi/Nishi-Shinjuku/Trad-Jpn house 5min sta,33410004,Kouichiro,,Shinjuku Ku,35.69013,139.68724,Private room,16000,1,50,2019-08-11,0.80,7,0
9453038,H:Free Wifi/Nishi-Shinjuku/Trad-Jpn house 5min sta,33410004,Kouichiro,,Shinjuku Ku,35.69011,139.68723,Private room,16000,1,46,2019-12-26,0.74,7,0
9453095,U:Free Wifi/Nishi-Shinjuku/Trad-Jpn house 5min sta,33410004,Kouichiro,,Shinjuku Ku,35.69015,139.68723,Private room,16128,1,54,2019-08-14,0.86,7,0
9453115,M:Free Wifi/Nishi-Shinjuku/Trad-Jpn house 5min sta,33410004,Kouichiro,,Shinjuku Ku,35.69013,139.68724,Private room,16000,1,53,2019-11-03,0.85,7,0
9454348,Traditional Wooden House and Bath!,48993128,Hiroyuki,,Taito Ku,35.72486,139.76373,Entire home/apt,50000,2,160,2020-02-28,2.57,1,177
9478081,Close to Shibuya/Quiet Neighborhood,49126653,Yuka,,Setagaya Ku,35.64504,139.6758,Private room,3571,2,161,2020-11-15,2.55,1,0
9481712,001-702　Oshiage/ 10min walk from TokyoSkyTree,49146494,Shino,,Sumida Ku,35.70806,139.8169,Entire home/apt,4889,2,137,2021-01-03,2.32,15,305
9516031,(Eng日中) BIG 3Bedroom Apartment Airport Easy Access,7032277,Angie,,Arakawa Ku,35.7347,139.76833,Entire home/apt,24000,2,116,2020-02-28,1.88,1,267
9518927,Awesome 2 Japanese Gardens by walk,48739707,Maki Nicestaytokyo,,Toshima Ku,35.73794,139.74607,Entire home/apt,15064,1,44,2020-11-30,0.71,3,344
9519391,4min station on foot / Shinjyuku 19min by train,28089811,Masato,,Komae Shi,35.62867,139.57602,Entire home/apt,26857,2,129,2021-01-08,2.39,1,60
9522808,"Private Room, Kichijoji 7min, WIFI/Purified water",27342221,Isa,,Musashino Shi,35.70777,139.58263,Private room,4000,1,5,2020-03-27,0.09,2,28
9532214,【1/F】Asakusabashi Building | for 6-8 ppl,45326126,Hotel Asakusabashi,,Taito Ku,35.70148,139.78574,Entire home/apt,16093,2,72,2020-02-28,1.24,4,148
9554622,"民宿许可 徒步西新宿站两分钟 都庁5
分钟 FREE Wi-Fi",49474412,Dong,,Shinjuku Ku,35.69614,139.68979,Entire home/apt,5000,1,52,2021-01-11,1.84,5,207
9575725,KEIO Takahatahudo St. 10min walk 日野市 高幡不動 鍵付完全個室,49570162,天野,,Hino Shi,35.65777,139.41594,Private room,1371,1,28,2021-01-02,0.45,5,179
9601749,有民宿许可、新宿駅徒歩圏、買物超便利 。,49474412,Dong,,Shinjuku Ku,35.69516,139.6917,Entire home/apt,5000,2,31,2021-01-24,1.30,5,258
9619095,OffiialSuperHost/Shinjuku2stop&4min/pocketWiFi/1F,31486638,Shin,,Nakano Ku,35.70789,139.68081,Entire home/apt,11171,2,132,2021-01-04,2.16,1,0
9639867,Shibuya South II JP Modern room,29341016,Yasunobu,,Setagaya Ku,35.64685,139.67165,Entire home/apt,4029,2,140,2020-12-01,2.27,1,336
9640624,民泊許可済,49474412,Dong,,Shinjuku Ku,35.69513,139.69053,Entire home/apt,8143,2,108,2020-12-27,1.75,5,204
9676049,Calm House near Shinjuku/Shibuya,43751877,Masami,,Shibuya Ku,35.67949,139.67874,Entire home/apt,5500,2,258,2021-01-08,4.13,10,1
9676636,"Licensed 2min Ooyama 3 stops Ikebukuro,6th Year!",22193183,Kyoko,,Itabashi Ku,35.74812,139.7029,Entire home/apt,6000,4,82,2020-01-04,1.33,6,179
9684860,"Seidokan 203 / Quiet, entirely private room with freedom of access (own bathroom/toilet)",17694529,Hisao,,Arakawa Ku,35.7267,139.782,Entire home/apt,2500,1,272,2020-04-20,4.37,9,90
9704555,★調布駅近徒歩5分。新宿まで最短15分。味の素スタジアム・武蔵野の森総合スポーツプラザ近い★,45623186,Satomi,,Chofu Shi,35.65272,139.54804,Private room,3000,2,107,2020-11-11,2.99,2,283
9738767,【2/F】Asakusabashi Building | for 6-9 ppl,45326126,Hotel Asakusabashi,,Taito Ku,35.7002,139.78538,Entire home/apt,15994,2,74,2020-01-26,1.25,4,148
9738892,【3/F】Asakusabashi Building | for 6-11 ppl,45326126,Hotel Asakusabashi,,Taito Ku,35.69931,139.786,Entire home/apt,15994,2,88,2020-03-14,1.47,4,149
9739115,【4/F】Asakusabashi Building | for 4-7 ppl,45326126,Hotel Asakusabashi,,Taito Ku,35.70181,139.78544,Entire home/apt,10663,2,41,2020-03-25,0.70,4,142
9739745,送迎出来ます。品川駅、五反田駅、大崎駅は１０００円,42808108,Mie,,Shinagawa Ku,35.61168,139.71631,Entire home/apt,11800,2,69,2020-12-28,1.12,3,365
9759363,Japanese Style 2 Bedroom Ikebukuro 3 minutes #GR2,50147878,Nobu,,Toshima Ku,35.74424,139.71339,Entire home/apt,5504,1,167,2020-12-27,2.69,2,58
9761564,#GR1 Light Filled 2 BR Ikebukuro Large Apartment,50147878,Nobu,,Toshima Ku,35.73513,139.7068,Entire home/apt,7886,1,214,2021-01-24,3.43,2,139
9813434,Shinjuku2min Shinokubo3minOkubo1min　sterilizer,43979015,Ohkubo,,Shinjuku Ku,35.70424,139.69595,Entire home/apt,5857,2,254,2020-01-31,4.09,3,193
9825656,*Artistic moon lit room with house wifi,44812749,Japanstay,,Suginami Ku,35.67275,139.65971,Entire home/apt,91143,1,82,2020-01-30,1.33,19,365
9829226,[M3B] 5 min to Sta. New Studio + Massage Chair,269182185,Sumifuku,,Shinjuku Ku,35.69999,139.70733,Entire home/apt,20257,1,59,2020-02-11,0.96,8,0
9834733,Ikebukuro 10mins New2Floor House 5mins to Shinjuku,50107022,Jojo,,Toshima Ku,35.73177,139.72192,Entire home/apt,10229,1,134,2021-01-11,2.21,2,222
9872793,*Charming & Quiet Apt in Authentic Tokyo local,44812749,Japanstay,,Suginami Ku,35.67275,139.65971,Entire home/apt,91143,1,103,2020-02-09,1.75,19,358
9876089,"Licensed 2min Ooyama 3 stops Ikebukuro, 6th Year!",22193183,Kyoko,,Itabashi Ku,35.74746,139.70287,Entire home/apt,6500,5,103,2020-02-05,1.66,6,179
9892431,New Spacious Private House Center,13717463,Kota,,Shinjuku Ku,35.69671,139.71325,Entire home/apt,34800,4,96,2019-11-12,1.59,1,82
9894328,[M4B] 5 min to Sta. Shinjuku!! Bright New Studio,269182185,Sumifuku,,Shinjuku Ku,35.7012,139.70772,Entire home/apt,6110,1,98,2020-12-19,1.59,8,0
9910925,【EG-PT1】高級シングルベッド+シングル布団【個室】,49237439,Ken,,Edogawa Ku,35.74012,139.89638,Private room,1693,7,7,2020-11-03,0.12,7,363
9914704,【EG-PC1】9.95㎡＋3/4 bed （ベッド1台使用時のみ、2人目無料）,49237439,Ken,,Edogawa Ku,35.74012,139.89638,Private room,1743,7,16,2020-10-27,0.32,7,190
9916592,【EG-PA2】高級シングルベッドの個室【個室】その２,49237439,Ken,,Edogawa Ku,35.74012,139.89638,Private room,1493,7,6,2020-03-28,0.12,7,268
9916890,【EG-PT3】ベッド＋ミニクローゼット,49237439,Ken,,Edogawa Ku,35.74012,139.89638,Private room,1600,7,22,2020-07-02,0.44,7,101
9917771,シングルベッドの個室,49237439,Ken,,Edogawa Ku,35.74012,139.89638,Private room,1700,7,13,2020-09-10,0.29,7,334
9918202,3/4bed+closet（ベッド1台時に限り、2人目無料）,49237439,Ken,,Edogawa Ku,35.74012,139.89638,Private room,1143,7,4,2020-04-05,0.09,7,193
9918547,【EG-PA4】高級シングルベッドのコンパクトな洋室【個室】その４,49237439,Ken,,Edogawa Ku,35.74012,139.89638,Private room,1050,7,11,2020-03-23,0.18,7,271
9946339,Female 4 bed dorm (long term),51117483,Nana,,Toshima Ku,35.73233,139.72932,Shared room,5000,4,3,2017-05-05,0.05,4,353
9947792,Okubo Sta. walk 3 min / 33㎡ / Free pocket wifi #7,18132812,Kazumi,,Shinjuku Ku,35.69876,139.69719,Entire home/apt,4600,2,140,2020-11-14,2.38,3,6
9982939,1A『SMI:RE STAY  Harajuku』1F Renovated Design House,51295725,Jingumae,,Shibuya Ku,35.67,139.70909,Entire home/apt,9143,5,147,2020-11-06,2.38,3,146
9995809,Takahatahudo St. 10min walk 高幡不動駅より徒歩10分 鍵付個室,49570162,天野,,Hino Shi,35.65732,139.41637,Private room,1371,1,49,2020-10-23,0.80,5,148
9997103,#KEIO Takahatahudo St. 10min walk 高幡不動駅より徒歩10分鍵付個室,49570162,天野,,Hino Shi,35.65858,139.41786,Private room,1371,1,33,2020-01-03,0.61,5,179
10002680,Graffiti Apt / HTTH WiFi / Max 4pax / 2min to Sta.,40834345,Kenny,,Chofu Shi,35.6548,139.52898,Entire home/apt,5600,1,90,2020-08-16,1.53,2,28
10061035,ชอบคนไทยHouse(ห้องใต้หลังคา),34475322,Masaru,,Machida Shi,35.58655,139.48375,Private room,3500,1,153,2020-03-31,2.60,3,73
10061086,【ดีจังเฮ้าส์】ห้องพักสไตล์ญี่ปุ่น คนไทยดูแล24ชม.  お寺の中のゲストハウス,50315845,Kanchan,,Taito Ku,35.72065,139.76933,Private room,26000,2,6,2019-04-17,0.18,6,91
10063063,【ดีจังเฮ้าส์】ห้องพักสไตล์ญี่ปุ่น คนไทยดูแล24ชม.  お寺の中のゲストハウス,50315845,Kanchan,,Taito Ku,35.72071,139.76938,Private room,10000,1,24,2019-11-08,0.41,6,91
10075970,BLENDIA Share house : Homestay #5,29311815,Motoki,,Shinagawa Ku,35.62622,139.70796,Shared room,2057,1,65,2019-11-09,1.05,6,355
10077377,TOKYO!! Kokubunji 10min!! Easy to Shinjuku&SHIBUYA,21027438,Ai,,Kokubunji Shi,35.70532,139.48414,Entire home/apt,3286,30,18,2020-01-03,0.30,5,118
10091405,The room of a quiet house with 2 cats,32489578,Kazuhiro,,Meguro Ku,35.63483,139.68904,Shared room,6000,1,208,2020-06-28,3.38,1,2
10094822,TokyoIkebukuro3floors New LuxuryHouse Shinjuku8min,50107022,Jojo,,Toshima Ku,35.73866,139.70629,Entire home/apt,13086,1,177,2021-01-04,3.45,2,150
10110295,Cozy & Sunny 1 BDR in SHIBUYA　B13,46443714,Taku,,Shibuya Ku,35.65795,139.69628,Entire home/apt,5900,2,131,2020-02-27,2.12,5,168
10124923,001-703　Oshiage/ 10min walk from TokyoSkyTree,49146494,Shino,,Sumida Ku,35.70806,139.8169,Entire home/apt,4172,2,128,2020-10-20,2.16,15,364
10125934,"Cute!""Cherry Room""/Ikebukuro/Convenience/5ppl/#202",51963804,Amigo Tokyo,,Toshima Ku,35.71812,139.71793,Entire home/apt,6222,2,115,2020-12-19,1.87,5,2
10141288,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★-1,44701299,Smile Home,,Sumida Ku,35.69574,139.79035,Private room,2000,1,139,2020-09-18,2.38,16,180
10145658,"IKEBUKURO 10min,keep your privacy♪♪",52069615,Shohei,,Itabashi Ku,35.77821,139.63617,Private room,2500,3,70,2021-01-08,1.13,2,178
10147648,"Nishiwaseda st 7min walk,free Wifi!Convenient area",49661789,Kaoru,,Shinjuku Ku,35.71025,139.71272,Entire home/apt,5277,2,122,2020-11-01,2.03,1,0
10158167,◎Go to Sky Tree＋just 4 minutesⅲ,21504159,Michi,,Sumida Ku,35.71046,139.81685,Entire home/apt,15000,3,114,2019-12-24,1.91,23,134
10158867,2BDR! Good Location 5 min to shibuya station　B15,46443714,Taku,,Shibuya Ku,35.65968,139.69657,Entire home/apt,11800,2,72,2019-08-22,1.19,5,179
10167088,MAX 6ppl/Easy access to NRT #H02,51966672,Yoshi,,Arakawa Ku,35.73214,139.76263,Entire home/apt,7500,2,73,2020-01-04,1.23,5,181
10191546,静かな住宅街の中で、近くに大きな見次公園がある。,50272628,Fang,,Itabashi Ku,35.77302,139.69172,Private room,2500,3,14,2021-01-08,0.41,6,90
10194380,4 min Kōenji Sta. w/ Portable wifi,52363549,Takuto,,Suginami Ku,35.70615,139.6521,Entire home/apt,6000,1,134,2020-03-08,2.21,4,150
10202998,Just nearby Akihabara and Ueno!!!,32764769,Koichi,,Chiyoda Ku,35.70251,139.76933,Entire home/apt,6000,5,132,2020-02-10,2.29,3,0
10210751,"Shibuya station 3min, Free Wi-Fi! 渋谷駅3分！",49589921,Kim,,Shibuya Ku,35.66001,139.69628,Entire home/apt,16491,2,144,2020-03-07,2.33,3,14
10221883,"Ikebukuro 1 stop, Girls Only Share House",51117483,Nana,,Toshima Ku,35.73213,139.72902,Shared room,3000,3,25,2018-05-22,0.42,4,292
10305233,"S&H: TAMA, TKY: Cozy Jpn Tatami style apartment",29543799,Satoshi & Hitomi,,Tama Shi,35.63747,139.43499,Entire home/apt,3125,30,65,2020-05-16,1.06,6,191
10317823,"4BR - Shinjuku area, 5min from sta",48929159,N,,Shinjuku Ku,35.70235,139.70187,Entire home/apt,12500,2,108,2020-02-15,1.86,2,365
10322230,"SHIBUYA Crossing, Cozy Studio 302, Pocket Wi-Fi",53118015,Hirotaka,,Shibuya Ku,35.6601,139.69575,Entire home/apt,7500,4,219,2020-11-16,3.65,6,30
10366183,"Dormitory  for women, Muscat",46900709,Grapehouse Koenji,,Nakano Ku,35.71029,139.64928,Shared room,3300,1,150,2020-01-02,2.51,4,114
10459562,"SHIBUYA Crossing, Japanese Elegance 303, Wi-Fi",53118015,Hirotaka,,Shibuya Ku,35.6591,139.69643,Entire home/apt,8786,4,204,2020-12-24,3.77,6,3
10459659,"SHIBUYA Crossing, Spacious Apt. 401, Pocket Wi-Fi",53118015,Hirotaka,,Shibuya Ku,35.65958,139.69689,Entire home/apt,11000,4,210,2020-03-09,3.50,6,21
10505175,东京市中心池袋附进别墅民宿单人房 free wifi,29681737,文娟,,Nerima Ku,35.76313,139.66853,Private room,5000,1,50,2019-11-04,0.83,5,273
10506217,5 people Available!5 minutes walk to Ikebukuro！,54168650,松川,,Toshima Ku,35.734,139.70943,Entire home/apt,20000,2,53,2020-01-09,0.97,3,180
10513994,TOKYO!! Kokubunji 10min!! Easy to Shinjuku&SHIBUYA,21027438,Ai,,Kokubunji Shi,35.70334,139.48442,Entire home/apt,3286,30,8,2021-01-02,0.24,5,355
10529347,Heart of Shinjuku/30㎡/Free Pocket Wifi/Comfy Room!,28035085,Koichi,,Shinjuku Ku,35.6936,139.70961,Entire home/apt,10000,2,217,2020-03-16,3.62,4,0
10534006,☆Cozy Japanese style room☆,54320285,Kazuko,,Shibuya Ku,35.66149,139.70151,Entire home/apt,6143,1,98,2020-12-26,1.62,1,90
10536367,Enjoy the local life/quiet environment to stay in☆,54332252,Taketo & Taeko,,Setagaya Ku,35.63384,139.65396,Entire home/apt,16286,2,148,2020-02-01,2.46,1,79
10552058,Cozy and Residential Apartment　H03,51966672,Yoshi,,Arakawa Ku,35.73693,139.77091,Entire home/apt,6000,2,58,2019-12-22,0.97,5,181
10553744,studio 15minutes to Sinjuku station,54434007,Shohei,,Shibuya Ku,35.67457,139.66216,Entire home/apt,5000,1,240,2020-12-28,3.93,3,159
10558068,帰国者向け割引あります/Old SHOWA style house/Free Wi-fi/quiet,45240611,Kei,,Ota Ku,35.5507,139.70702,Entire home/apt,7091,2,220,2021-01-18,3.63,1,0
10578006,Stylish Spacious Serene★Central Shinjuku★Max 6 ppl,53791053,Takashi,,Shinjuku Ku,35.69008,139.7057,Entire home/apt,7505,30,117,2018-01-31,1.91,1,180
10582789,♥ようこそ  Cat themed home Yoyogi park Shibuya♥,42815177,Ushka,,Shibuya Ku,35.67416,139.69172,Entire home/apt,7000,1,203,2021-01-22,3.51,1,99
10583516,Shibuya.3min tram Max 4/Free wifi /Sangenjaya Sta.,54600515,Airin,,Setagaya Ku,35.64175,139.66519,Entire home/apt,4571,2,211,2021-01-24,3.50,3,151
10596923,【Sale!】Nippori 5min/2FL/Garden/ Free WIFI,32819904,Futaba Hotel,,Arakawa Ku,35.73068,139.77115,Entire home/apt,29800,1,84,2018-06-13,1.39,4,60
10598625,Luxury villas in Shinjuku City.,47213138,静,,Shinjuku Ku,35.71368,139.69913,Entire home/apt,30486,1,119,2021-01-17,4.44,2,307
10600978,"Shinjuku,kagurazaka  Room202 新宿wifi ok、Men only",54574459,Noboru,,Shinjuku Ku,35.69922,139.72498,Private room,2579,3,141,2020-03-22,2.40,2,1
10605063,Welcoming Apt near Asakusa 3minSTA +WiFi,54321702,Ting,,Taito Ku,35.69804,139.78868,Entire home/apt,4529,2,167,2021-01-15,3.42,1,122
10636671,6m from Yamanote-L/Easy access to Tokyo/Free-WIFI,21586310,Masaki & Haruko,,Kita Ku,35.73716,139.75626,Entire home/apt,8831,3,111,2020-03-23,1.89,1,84
10670473,[RB1] Vintage Apt Local Stay + Portable WIFI,269182185,Sumifuku,,Shinjuku Ku,35.70012,139.70529,Entire home/apt,2850,30,25,2019-09-28,0.42,8,63
10733833,Central Tokyo in Shibuya★ MAX 3PPL　B14,46443714,Taku,,Shibuya Ku,35.65895,139.69681,Entire home/apt,5900,2,143,2020-01-04,2.37,5,177
10739448,静かな住宅街の中に、近く大きな見次公園がある。駅から7分の場所です。,50272628,Fang,,Itabashi Ku,35.77454,139.69073,Entire home/apt,3500,3,5,2020-11-17,0.33,6,59
10795042,"Floor rent, complete isolation stay in center TKO",7103955,Masaharu,,Chiyoda Ku,35.67419,139.76115,Entire home/apt,27857,2,171,2020-03-13,2.81,2,297
10814189,EarlyCheckin/SKYTREEView/4guest/FreeWiFi,52613902,Yoshikazu,,Sumida Ku,35.70825,139.81316,Entire home/apt,10000,2,153,2020-04-01,2.58,1,28
10840998,EarlyCheckin/SKYTREEView/4guest/FreeWiFi,56000498,Yoshikazu,,Sumida Ku,35.70942,139.81352,Entire home/apt,3086,1,160,2020-12-26,2.71,2,87
10913195,【REASONABLE PRICE】Best location in Ikebukuro!,56566876,Lai,,Toshima Ku,35.73001,139.71805,Entire home/apt,7500,2,112,2019-12-14,2.08,6,180
10933646,New House ★ 1 Minute from station,56681984,Thao,,Adachi Ku,35.764,139.76978,Private room,5736,2,154,2020-03-21,2.63,2,365
10938090,New House★★ 1 minute from station,56681984,Thao,,Adachi Ku,35.764,139.76978,Private room,5736,1,187,2020-08-15,3.24,2,341
10951922,大江戸線 西新宿五丁目Station 3 mins / 27㎡ / pocket wifi #6,18132812,Kazumi,,Shinjuku Ku,35.69149,139.68532,Entire home/apt,4600,1,179,2020-10-05,2.99,3,198
10973162,Luxurious ＆ Quiet Apt Near Shinjuku,56934339,冨永(Tommy),,Shinjuku Ku,35.68148,139.71553,Entire home/apt,8979,2,82,2020-12-31,1.37,3,106
10996932,HI2)  2BR/80sqm/Direct  Shinjyuku  Shibuya/7 BED,29253527,Sato,,Toshima Ku,35.73003,139.72296,Entire home/apt,7286,1,90,2021-01-17,1.54,8,117
10999290,Penthouse 4min→STA Easy→Shibuya TV!,53492536,V,,Minato Ku,35.672,139.72418,Entire home/apt,3800,2,140,2020-08-16,2.39,1,346
11001652,"Yellow room, Otsuka, Ikebukuro, Tokyo. Privacy",57090069,Kiyo&Chie,,Toshima Ku,35.726,139.72912,Private room,2900,3,118,2020-03-19,1.99,1,0
11023228,★[Room 106]  Near GHIBLI Mus!,44129333,Yuichi,,Musashino Shi,35.70506,139.59494,Entire home/apt,9900,1,223,2020-09-06,3.72,4,89
11024465,★[107]☀15mins Shinjyuku GHIBLI Mus!,44129333,Yuichi,,Suginami Ku,35.7041,139.59492,Entire home/apt,9900,1,217,2020-09-06,3.61,4,89
11049003,"House, 2 mobile wifi, 4 mins walk to JR Station",57343201,Canice,,Toshima Ku,35.72167,139.70567,Entire home/apt,8714,3,153,2020-02-09,2.54,1,149
11077126,Roppongi/Akasaka Extremely CLEAN 4F,28254151,Radoslaw,,Minato Ku,35.66716,139.73365,Entire home/apt,6700,30,46,2020-01-10,0.78,2,331
11128083,"Stylish Zen Apt (5 min to Ueno, 10 to Akihabara)",23202702,Teruko,,Kita Ku,35.7448,139.75379,Entire home/apt,4114,7,68,2020-11-23,1.15,2,2
11167120,Feel at home! Good to stay Isolation +mwifi #HY1,52144395,Yasuko And Hiro,,Katsushika Ku,35.75319,139.86854,Entire home/apt,4370,1,231,2021-01-04,3.93,1,168
11219498,001-706　Oshiage/ 10min walk from TokyoSkyTree,49146494,Shino,,Sumida Ku,35.70806,139.8169,Entire home/apt,4991,2,153,2020-03-09,2.58,15,347
11219904,BLENDIA Share house : Homestay #6,29311815,Motoki,,Shinagawa Ku,35.62622,139.70796,Shared room,2057,1,45,2020-02-16,0.77,6,345
11259582,001-705　Oshiage/ 10min walk from TokyoSkyTree,49146494,Shino,,Sumida Ku,35.70806,139.8169,Entire home/apt,4148,2,141,2020-11-30,2.41,15,364
11261735,KOMINKA　,58784824,Tetsuya,,Ota Ku,35.59844,139.7126,Entire home/apt,4489,3,147,2021-01-26,2.51,1,236
11262743,[Sanitation operated]Super luxury house in Aoyama!,57053327,Sora,,Minato Ku,35.67099,139.72112,Entire home/apt,68486,2,67,2020-10-16,1.16,2,0
11284667,【浅草】Tokyo-skytree/Family/2LDK Japanese style/Wi-Fi,58806980,泉,,Sumida Ku,35.71321,139.8099,Entire home/apt,6938,1,221,2021-01-22,4.05,1,112
11301798,002-701 Hirai/ 10min to Akihabara by train!!,49146494,Shino,,Edogawa Ku,35.70832,139.8485,Entire home/apt,8296,2,57,2020-12-25,0.97,15,357
11301804,002-801　Hirai/ 10min to Akihabara☆3LDK,49146494,Shino,,Edogawa Ku,35.70832,139.8485,Entire home/apt,11259,2,74,2021-01-02,1.25,15,330
11302195,002-604 Hirai/ 10min to Akihabara by train!!,49146494,Shino,,Edogawa Ku,35.70832,139.8485,Entire home/apt,8593,2,61,2021-01-05,1.04,15,254
11310597,ELEGANT JAPANESE RYOKAN STYLE APT!,59139173,John,,Shibuya Ku,35.67824,139.70864,Entire home/apt,14000,2,164,2020-01-26,2.78,2,0
11328437,Asakusa12m/Ueno15m/Airports 50m/supermarket15sec,32989603,Anan,,Katsushika Ku,35.75693,139.86186,Entire home/apt,5185,1,178,2020-08-12,3.01,1,322
11419417,Lovely & Spacious Apt Good for 4!,59139173,John,,Shibuya Ku,35.6769,139.70699,Entire home/apt,7857,2,164,2021-01-16,2.77,2,269
11422968,21 private cozy room in Tokyo,60002368,Ryo,,Nerima Ku,35.73308,139.67054,Private room,8311,3,54,2020-11-27,0.92,4,91
11480601,4-minute train ride from Ikebukuro.,60423969,Haruko,,Toshima Ku,35.73266,139.6796,Entire home/apt,6150,1,96,2020-03-14,1.64,2,330
11555969,26 private cozy room in Tokyo,60002368,Ryo,,Nerima Ku,35.73456,139.671,Private room,6233,3,36,2019-10-10,0.61,4,88
11574788,22 tatami room in Tokyo,60002368,Ryo,,Nerima Ku,35.73411,139.67107,Private room,8311,3,76,2019-11-19,1.29,4,90
11575556,"New cozy studio ,10 min to Shinjuku",56131353,Kazutomi,,Suginami Ku,35.70123,139.62886,Entire home/apt,6000,1,128,2020-12-28,2.17,1,90
11575608,Ebisu　apartment 2,61184736,Motohiro,,Shibuya Ku,35.64683,139.71978,Entire home/apt,4386,5,66,2020-12-26,1.12,3,60
11580245,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★-2,44701299,Smile Home,,Sumida Ku,35.69586,139.79344,Private room,2000,1,150,2019-11-26,2.57,16,180
11580477,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★－3,44701299,Smile Home,,Sumida Ku,35.6937,139.79336,Private room,2000,1,168,2020-03-25,2.87,16,180
11589890,Bamboo Lodge:  3 Bedroom + How to live like locals,7740848,K Family,,Katsushika Ku,35.7385,139.85203,Entire home/apt,18000,3,204,2020-03-14,3.43,7,2
11627233,501#3LDK 70m2--駅3分Skytree 1 分&Asakusa 2分、成田羽田空港直通,58679845,輝,,Sumida Ku,35.70987,139.80282,Entire home/apt,16000,1,95,2021-01-01,2.23,2,90
11629510,★Clean Room★☆4BR/14ppl/90sqm☆JR IKEBUKURO House,16188418,Ken,,Toshima Ku,35.73673,139.70693,Entire home/apt,11364,1,78,2020-02-28,1.32,20,350
11631635,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★－5,44701299,Smile Home,,Sumida Ku,35.69438,139.79058,Private room,2000,1,155,2020-08-16,2.67,16,180
11631727,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★－6,44701299,Smile Home,,Sumida Ku,35.69472,139.79046,Private room,2000,1,146,2020-12-09,2.50,16,152
11640593,25 private cozy room in Tokyo,60002368,Ryo,,Nerima Ku,35.73443,139.67103,Private room,6233,3,27,2020-01-03,0.46,4,91
11665579,202#Shinjuku area: near from the station/Free Wifi,61163769,Hiro,,Shinjuku Ku,35.68904,139.71921,Entire home/apt,40000,2,89,2020-03-12,1.51,3,90
11675888,studio 15min to Sinjuku station #2,54434007,Shohei,,Suginami Ku,35.6728,139.66048,Entire home/apt,4955,1,265,2021-01-10,4.49,3,181
